id;name;province_name;province_abbreviation;region_name;code
4287;Pieve di Cento;Bologna;BO;Emilia-Romagna;G643
4288;Sala Bolognese;Bologna;BO;Emilia-Romagna;H678
4289;San Benedetto Val di Sambro;Bologna;BO;Emilia-Romagna;G566
4290;San Giorgio di Piano;Bologna;BO;Emilia-Romagna;H896
4291;San Giovanni in Persiceto;Bologna;BO;Emilia-Romagna;G467
4292;San Lazzaro di Savena;Bologna;BO;Emilia-Romagna;H945
4293;San Pietro in Casale;Bologna;BO;Emilia-Romagna;I110
4294;Sant'Agata Bolognese;Bologna;BO;Emilia-Romagna;I191
4295;Sasso Marconi;Bologna;BO;Emilia-Romagna;G972
4296;Vergato;Bologna;BO;Emilia-Romagna;L762
4297;Zola Predosa;Bologna;BO;Emilia-Romagna;M185
4298;Valsamoggia;Bologna;BO;Emilia-Romagna;M320
4299;Alto Reno Terme;Bologna;BO;Emilia-Romagna;M369
4300;Argenta;Ferrara;FE;Emilia-Romagna;A393
4301;Bondeno;Ferrara;FE;Emilia-Romagna;A965
4302;Cento;Ferrara;FE;Emilia-Romagna;C469
4303;Codigoro;Ferrara;FE;Emilia-Romagna;C814
4304;Comacchio;Ferrara;FE;Emilia-Romagna;C912
4305;Copparo;Ferrara;FE;Emilia-Romagna;C980
4306;Ferrara;Ferrara;FE;Emilia-Romagna;D548
4307;Jolanda di Savoia;Ferrara;FE;Emilia-Romagna;E320
4308;Lagosanto;Ferrara;FE;Emilia-Romagna;E410
4309;Masi Torello;Ferrara;FE;Emilia-Romagna;F016
4310;Mesola;Ferrara;FE;Emilia-Romagna;F156
4311;Ostellato;Ferrara;FE;Emilia-Romagna;G184
4312;Poggio Renatico;Ferrara;FE;Emilia-Romagna;G768
4313;Portomaggiore;Ferrara;FE;Emilia-Romagna;G916
4314;Vigarano Mainarda;Ferrara;FE;Emilia-Romagna;L868
4315;Voghiera;Ferrara;FE;Emilia-Romagna;M110
4316;Goro;Ferrara;FE;Emilia-Romagna;E107
4317;Fiscaglia;Ferrara;FE;Emilia-Romagna;M323
4318;Terre del Reno;Ferrara;FE;Emilia-Romagna;M381
4319;Riva del Po;Ferrara;FE;Emilia-Romagna;M410
4320;Tresignana;Ferrara;FE;Emilia-Romagna;M409
4321;Alfonsine;Ravenna;RA;Emilia-Romagna;A191
4322;Bagnacavallo;Ravenna;RA;Emilia-Romagna;A547
4323;Bagnara di Romagna;Ravenna;RA;Emilia-Romagna;A551
4324;Brisighella;Ravenna;RA;Emilia-Romagna;B188
4325;Casola Valsenio;Ravenna;RA;Emilia-Romagna;B982
4326;Castel Bolognese;Ravenna;RA;Emilia-Romagna;C065
4327;Cervia;Ravenna;RA;Emilia-Romagna;C553
4328;Conselice;Ravenna;RA;Emilia-Romagna;C963
4329;Cotignola;Ravenna;RA;Emilia-Romagna;D121
4330;Faenza;Ravenna;RA;Emilia-Romagna;D458
4331;Fusignano;Ravenna;RA;Emilia-Romagna;D829
4332;Lugo;Ravenna;RA;Emilia-Romagna;E730
4333;Massa Lombarda;Ravenna;RA;Emilia-Romagna;F029
4334;Ravenna;Ravenna;RA;Emilia-Romagna;H199
4335;Riolo Terme;Ravenna;RA;Emilia-Romagna;H302
4336;Russi;Ravenna;RA;Emilia-Romagna;H642
4337;Sant'Agata sul Santerno;Ravenna;RA;Emilia-Romagna;I196
4338;Solarolo;Ravenna;RA;Emilia-Romagna;I787
4339;Bagno di Romagna;Forlì-Cesena;FC;Emilia-Romagna;A565
4340;Bertinoro;Forlì-Cesena;FC;Emilia-Romagna;A809
4341;Borghi;Forlì-Cesena;FC;Emilia-Romagna;B001
4342;Castrocaro Terme e Terra del Sole;Forlì-Cesena;FC;Emilia-Romagna;C339
4343;Cesena;Forlì-Cesena;FC;Emilia-Romagna;C573
4344;Cesenatico;Forlì-Cesena;FC;Emilia-Romagna;C574
4345;Civitella di Romagna;Forlì-Cesena;FC;Emilia-Romagna;C777
4346;Dovadola;Forlì-Cesena;FC;Emilia-Romagna;D357
4347;Forlì;Forlì-Cesena;FC;Emilia-Romagna;D704
4348;Forlimpopoli;Forlì-Cesena;FC;Emilia-Romagna;D705
4349;Galeata;Forlì-Cesena;FC;Emilia-Romagna;D867
4350;Gambettola;Forlì-Cesena;FC;Emilia-Romagna;D899
4351;Gatteo;Forlì-Cesena;FC;Emilia-Romagna;D935
4352;Longiano;Forlì-Cesena;FC;Emilia-Romagna;E675
4353;Meldola;Forlì-Cesena;FC;Emilia-Romagna;F097
4354;Mercato Saraceno;Forlì-Cesena;FC;Emilia-Romagna;F139
4355;Modigliana;Forlì-Cesena;FC;Emilia-Romagna;F259
4356;Montiano;Forlì-Cesena;FC;Emilia-Romagna;F668
4357;Portico e San Benedetto;Forlì-Cesena;FC;Emilia-Romagna;G904
4358;Predappio;Forlì-Cesena;FC;Emilia-Romagna;H017
4359;Premilcuore;Forlì-Cesena;FC;Emilia-Romagna;H034
4360;Rocca San Casciano;Forlì-Cesena;FC;Emilia-Romagna;H437
4361;Roncofreddo;Forlì-Cesena;FC;Emilia-Romagna;H542
4362;San Mauro Pascoli;Forlì-Cesena;FC;Emilia-Romagna;I027
4363;Santa Sofia;Forlì-Cesena;FC;Emilia-Romagna;I310
4364;Sarsina;Forlì-Cesena;FC;Emilia-Romagna;I444
4365;Savignano sul Rubicone;Forlì-Cesena;FC;Emilia-Romagna;I472
4366;Sogliano al Rubicone;Forlì-Cesena;FC;Emilia-Romagna;I779
4367;Tredozio;Forlì-Cesena;FC;Emilia-Romagna;L361
4368;Verghereto;Forlì-Cesena;FC;Emilia-Romagna;L764
4369;Bellaria-Igea Marina;Rimini;RN;Emilia-Romagna;A747
4370;Cattolica;Rimini;RN;Emilia-Romagna;C357
4371;Coriano;Rimini;RN;Emilia-Romagna;D004
4372;Gemmano;Rimini;RN;Emilia-Romagna;D961
4373;Misano Adriatico;Rimini;RN;Emilia-Romagna;F244
4374;Mondaino;Rimini;RN;Emilia-Romagna;F346
4375;Montefiore Conca;Rimini;RN;Emilia-Romagna;F502
4376;Montegridolfo;Rimini;RN;Emilia-Romagna;F523
4377;Morciano di Romagna;Rimini;RN;Emilia-Romagna;F715
4378;Riccione;Rimini;RN;Emilia-Romagna;H274
4379;Rimini;Rimini;RN;Emilia-Romagna;H294
4380;Saludecio;Rimini;RN;Emilia-Romagna;H724
4381;San Clemente;Rimini;RN;Emilia-Romagna;H801
4382;San Giovanni in Marignano;Rimini;RN;Emilia-Romagna;H921
4383;Santarcangelo di Romagna;Rimini;RN;Emilia-Romagna;I304
4384;Verucchio;Rimini;RN;Emilia-Romagna;L797
4385;Casteldelci;Rimini;RN;Emilia-Romagna;C080
4386;Maiolo;Rimini;RN;Emilia-Romagna;E838
4387;Novafeltria;Rimini;RN;Emilia-Romagna;F137
4388;Pennabilli;Rimini;RN;Emilia-Romagna;G433
4389;San Leo;Rimini;RN;Emilia-Romagna;H949
4390;Sant'Agata Feltria;Rimini;RN;Emilia-Romagna;I201
4391;Talamello;Rimini;RN;Emilia-Romagna;L034
4392;Poggio Torriana;Rimini;RN;Emilia-Romagna;M324
4393;Montescudo-Monte Colombo;Rimini;RN;Emilia-Romagna;M368
4394;Aulla;Massa-Carrara;MS;Toscana;A496
4395;Bagnone;Massa-Carrara;MS;Toscana;A576
4396;Carrara;Massa-Carrara;MS;Toscana;B832
4397;Casola in Lunigiana;Massa-Carrara;MS;Toscana;B979
4398;Comano;Massa-Carrara;MS;Toscana;C914
4399;Filattiera;Massa-Carrara;MS;Toscana;D590
4400;Fivizzano;Massa-Carrara;MS;Toscana;D629
4401;Fosdinovo;Massa-Carrara;MS;Toscana;D735
4402;Licciana Nardi;Massa-Carrara;MS;Toscana;E574
4403;Massa;Massa-Carrara;MS;Toscana;F023
4404;Montignoso;Massa-Carrara;MS;Toscana;F679
4405;Mulazzo;Massa-Carrara;MS;Toscana;F802
4406;Podenzana;Massa-Carrara;MS;Toscana;G746
4407;Pontremoli;Massa-Carrara;MS;Toscana;G870
4408;Tresana;Massa-Carrara;MS;Toscana;L386
4409;Villafranca in Lunigiana;Massa-Carrara;MS;Toscana;L946
4410;Zeri;Massa-Carrara;MS;Toscana;M169
4411;Altopascio;Lucca;LU;Toscana;A241
4412;Bagni di Lucca;Lucca;LU;Toscana;A560
4413;Barga;Lucca;LU;Toscana;A657
4414;Borgo a Mozzano;Lucca;LU;Toscana;B007
4415;Camaiore;Lucca;LU;Toscana;B455
4416;Camporgiano;Lucca;LU;Toscana;B557
4417;Capannori;Lucca;LU;Toscana;B648
4418;Careggine;Lucca;LU;Toscana;B760
4419;Castelnuovo di Garfagnana;Lucca;LU;Toscana;C236
4420;Castiglione di Garfagnana;Lucca;LU;Toscana;C303
4421;Coreglia Antelminelli;Lucca;LU;Toscana;C996
4422;Forte dei Marmi;Lucca;LU;Toscana;D730
4423;Fosciandora;Lucca;LU;Toscana;D734
4424;Gallicano;Lucca;LU;Toscana;D874
4425;Lucca;Lucca;LU;Toscana;E715
4426;Massarosa;Lucca;LU;Toscana;F035
4427;Minucciano;Lucca;LU;Toscana;F225
4428;Molazzana;Lucca;LU;Toscana;F283
4429;Montecarlo;Lucca;LU;Toscana;F452
4430;Pescaglia;Lucca;LU;Toscana;G480
4431;Piazza al Serchio;Lucca;LU;Toscana;G582
4432;Pietrasanta;Lucca;LU;Toscana;G628
4433;Pieve Fosciana;Lucca;LU;Toscana;G648
4434;Porcari;Lucca;LU;Toscana;G882
4435;San Romano in Garfagnana;Lucca;LU;Toscana;I142
4436;Seravezza;Lucca;LU;Toscana;I622
4437;Stazzema;Lucca;LU;Toscana;I942
4438;Vagli Sotto;Lucca;LU;Toscana;L533
4439;Viareggio;Lucca;LU;Toscana;L833
4440;Villa Basilica;Lucca;LU;Toscana;L913
4441;Villa Collemandina;Lucca;LU;Toscana;L926
4442;Fabbriche di Vergemoli;Lucca;LU;Toscana;M319
4443;Sillano Giuncugnano;Lucca;LU;Toscana;M347
4444;Agliana;Pistoia;PT;Toscana;A071
4445;Buggiano;Pistoia;PT;Toscana;B251
4446;Lamporecchio;Pistoia;PT;Toscana;E432
4447;Larciano;Pistoia;PT;Toscana;E451
4448;Marliana;Pistoia;PT;Toscana;E960
4449;Massa e Cozzile;Pistoia;PT;Toscana;F025
4450;Monsummano Terme;Pistoia;PT;Toscana;F384
4451;Montale;Pistoia;PT;Toscana;F410
4452;Montecatini-Terme;Pistoia;PT;Toscana;A561
4453;Pescia;Pistoia;PT;Toscana;G491
4454;Pieve a Nievole;Pistoia;PT;Toscana;G636
4455;Pistoia;Pistoia;PT;Toscana;G713
4456;Ponte Buggianese;Pistoia;PT;Toscana;G833
4457;Quarrata;Pistoia;PT;Toscana;H109
4458;Sambuca Pistoiese;Pistoia;PT;Toscana;H744
4459;Serravalle Pistoiese;Pistoia;PT;Toscana;I660
4460;Uzzano;Pistoia;PT;Toscana;L522
4461;Chiesina Uzzanese;Pistoia;PT;Toscana;C631
4462;Abetone Cutigliano;Pistoia;PT;Toscana;M376
4463;San Marcello Piteglio;Pistoia;PT;Toscana;M377
4464;Bagno a Ripoli;Firenze;FI;Toscana;A564
4465;Barberino di Mugello;Firenze;FI;Toscana;A632
4466;Borgo San Lorenzo;Firenze;FI;Toscana;B036
4467;Calenzano;Firenze;FI;Toscana;B406
4468;Campi Bisenzio;Firenze;FI;Toscana;B507
4469;Capraia e Limite;Firenze;FI;Toscana;B684
4470;Castelfiorentino;Firenze;FI;Toscana;C101
4471;Cerreto Guidi;Firenze;FI;Toscana;C529
4472;Certaldo;Firenze;FI;Toscana;C540
4473;Dicomano;Firenze;FI;Toscana;D299
4474;Empoli;Firenze;FI;Toscana;D403
4475;Fiesole;Firenze;FI;Toscana;D575
4476;Firenze;Firenze;FI;Toscana;D612
4477;Firenzuola;Firenze;FI;Toscana;D613
4478;Fucecchio;Firenze;FI;Toscana;D815
4479;Gambassi Terme;Firenze;FI;Toscana;D895
4480;Greve in Chianti;Firenze;FI;Toscana;E169
4481;Impruneta;Firenze;FI;Toscana;E291
4482;Lastra a Signa;Firenze;FI;Toscana;E466
4483;Londa;Firenze;FI;Toscana;E668
4484;Marradi;Firenze;FI;Toscana;E971
4485;Montaione;Firenze;FI;Toscana;F398
4486;Montelupo Fiorentino;Firenze;FI;Toscana;F551
4487;Montespertoli;Firenze;FI;Toscana;F648
4488;Palazzuolo sul Senio;Firenze;FI;Toscana;G270
4489;Pelago;Firenze;FI;Toscana;G420
4490;Pontassieve;Firenze;FI;Toscana;G825
4491;Reggello;Firenze;FI;Toscana;H222
4492;Rignano sull'Arno;Firenze;FI;Toscana;H286
4493;Rufina;Firenze;FI;Toscana;H635
4494;San Casciano in Val di Pesa;Firenze;FI;Toscana;H791
4495;San Godenzo;Firenze;FI;Toscana;H937
4496;Scandicci;Firenze;FI;Toscana;B962
4497;Sesto Fiorentino;Firenze;FI;Toscana;I684
4498;Signa;Firenze;FI;Toscana;I728
4499;Vaglia;Firenze;FI;Toscana;L529
4500;Vicchio;Firenze;FI;Toscana;L838
4501;Vinci;Firenze;FI;Toscana;M059
4502;Figline e Incisa Valdarno;Firenze;FI;Toscana;M321
4503;Scarperia e San Piero;Firenze;FI;Toscana;M326
4504;Barberino Tavarnelle;Firenze;FI;Toscana;M408
4505;Bibbona;Livorno;LI;Toscana;A852
4506;Campiglia Marittima;Livorno;LI;Toscana;B509
4507;Campo nell'Elba;Livorno;LI;Toscana;B553
4508;Capoliveri;Livorno;LI;Toscana;B669
4509;Capraia Isola;Livorno;LI;Toscana;B685
4510;Castagneto Carducci;Livorno;LI;Toscana;C044
4511;Cecina;Livorno;LI;Toscana;C415
4512;Collesalvetti;Livorno;LI;Toscana;C869
4513;Livorno;Livorno;LI;Toscana;E625
4514;Marciana;Livorno;LI;Toscana;E930
4515;Marciana Marina;Livorno;LI;Toscana;E931
4516;Piombino;Livorno;LI;Toscana;G687
4517;Porto Azzurro;Livorno;LI;Toscana;E680
4518;Portoferraio;Livorno;LI;Toscana;G912
4519;Rosignano Marittimo;Livorno;LI;Toscana;H570
4520;San Vincenzo;Livorno;LI;Toscana;I390
4521;Sassetta;Livorno;LI;Toscana;I454
4522;Suvereto;Livorno;LI;Toscana;L019
4523;Rio;Livorno;LI;Toscana;M391
4524;Bientina;Pisa;PI;Toscana;A864
4525;Buti;Pisa;PI;Toscana;B303
4526;Calci;Pisa;PI;Toscana;B390
4527;Calcinaia;Pisa;PI;Toscana;B392
4528;Capannoli;Pisa;PI;Toscana;B647
4529;Casale Marittimo;Pisa;PI;Toscana;B878
4530;Cascina;Pisa;PI;Toscana;B950
4531;Castelfranco di Sotto;Pisa;PI;Toscana;C113
4532;Castellina Marittima;Pisa;PI;Toscana;C174
4533;Castelnuovo di Val di Cecina;Pisa;PI;Toscana;C244
4534;Chianni;Pisa;PI;Toscana;C609
4535;Fauglia;Pisa;PI;Toscana;D510
4536;Guardistallo;Pisa;PI;Toscana;E250
4537;Lajatico;Pisa;PI;Toscana;E413
4538;Montecatini Val di Cecina;Pisa;PI;Toscana;F458
4539;Montescudaio;Pisa;PI;Toscana;F640
4540;Monteverdi Marittimo;Pisa;PI;Toscana;F661
4541;Montopoli in Val d'Arno;Pisa;PI;Toscana;F686
4542;Orciano Pisano;Pisa;PI;Toscana;G090
4543;Palaia;Pisa;PI;Toscana;G254
4544;Peccioli;Pisa;PI;Toscana;G395
4545;Pisa;Pisa;PI;Toscana;G702
4546;Pomarance;Pisa;PI;Toscana;G804
4547;Ponsacco;Pisa;PI;Toscana;G822
4548;Pontedera;Pisa;PI;Toscana;G843
4549;Riparbella;Pisa;PI;Toscana;H319
4550;San Giuliano Terme;Pisa;PI;Toscana;A562
4551;San Miniato;Pisa;PI;Toscana;I046
4552;Santa Croce sull'Arno;Pisa;PI;Toscana;I177
4553;Santa Luce;Pisa;PI;Toscana;I217
4554;Santa Maria a Monte;Pisa;PI;Toscana;I232
4555;Terricciola;Pisa;PI;Toscana;L138
4556;Vecchiano;Pisa;PI;Toscana;L702
4557;Vicopisano;Pisa;PI;Toscana;L850
4558;Volterra;Pisa;PI;Toscana;M126
4559;Casciana Terme Lari;Pisa;PI;Toscana;M327
4560;Crespina Lorenzana;Pisa;PI;Toscana;M328
4561;Anghiari;Arezzo;AR;Toscana;A291
4562;Arezzo;Arezzo;AR;Toscana;A390
4563;Badia Tedalda;Arezzo;AR;Toscana;A541
4564;Bibbiena;Arezzo;AR;Toscana;A851
4565;Bucine;Arezzo;AR;Toscana;B243
4566;Capolona;Arezzo;AR;Toscana;B670
4567;Caprese Michelangelo;Arezzo;AR;Toscana;B693
4568;Castel Focognano;Arezzo;AR;Toscana;C102
4569;Castel San Niccolò;Arezzo;AR;Toscana;C263
4570;Castiglion Fibocchi;Arezzo;AR;Toscana;C318
4571;Castiglion Fiorentino;Arezzo;AR;Toscana;C319
4572;Cavriglia;Arezzo;AR;Toscana;C407
4573;Chitignano;Arezzo;AR;Toscana;C648
4574;Chiusi della Verna;Arezzo;AR;Toscana;C663
4575;Civitella in Val di Chiana;Arezzo;AR;Toscana;C774
4576;Cortona;Arezzo;AR;Toscana;D077
4577;Foiano della Chiana;Arezzo;AR;Toscana;D649
4578;Loro Ciuffenna;Arezzo;AR;Toscana;E693
4579;Lucignano;Arezzo;AR;Toscana;E718
4580;Marciano della Chiana;Arezzo;AR;Toscana;E933
4581;Montemignaio;Arezzo;AR;Toscana;F565
4582;Monterchi;Arezzo;AR;Toscana;F594
4583;Monte San Savino;Arezzo;AR;Toscana;F628
4584;Montevarchi;Arezzo;AR;Toscana;F656
4585;Ortignano Raggiolo;Arezzo;AR;Toscana;G139
4586;Pieve Santo Stefano;Arezzo;AR;Toscana;G653
4587;Poppi;Arezzo;AR;Toscana;G879
4588;San Giovanni Valdarno;Arezzo;AR;Toscana;H901
4589;Sansepolcro;Arezzo;AR;Toscana;I155
4590;Sestino;Arezzo;AR;Toscana;I681
4591;Subbiano;Arezzo;AR;Toscana;I991
4592;Talla;Arezzo;AR;Toscana;L038
4593;Terranuova Bracciolini;Arezzo;AR;Toscana;L123
4594;Castelfranco Piandiscò;Arezzo;AR;Toscana;M322
4595;Pratovecchio Stia;Arezzo;AR;Toscana;M329
4596;Laterina Pergine Valdarno;Arezzo;AR;Toscana;M392
4597;Abbadia San Salvatore;Siena;SI;Toscana;A006
4598;Asciano;Siena;SI;Toscana;A461
4599;Buonconvento;Siena;SI;Toscana;B269
4600;Casole d'Elsa;Siena;SI;Toscana;B984
4601;Castellina in Chianti;Siena;SI;Toscana;C172
4602;Castelnuovo Berardenga;Siena;SI;Toscana;C227
4603;Castiglione d'Orcia;Siena;SI;Toscana;C313
4604;Cetona;Siena;SI;Toscana;C587
4605;Chianciano Terme;Siena;SI;Toscana;C608
4606;Chiusdino;Siena;SI;Toscana;C661
4607;Chiusi;Siena;SI;Toscana;C662
4608;Colle di Val d'Elsa;Siena;SI;Toscana;C847
4609;Gaiole in Chianti;Siena;SI;Toscana;D858
4610;Montepulciano;Siena;SI;Toscana;F592
4611;Monteriggioni;Siena;SI;Toscana;F598
4612;Monteroni d'Arbia;Siena;SI;Toscana;F605
4613;Monticiano;Siena;SI;Toscana;F676
4614;Murlo;Siena;SI;Toscana;F815
4615;Piancastagnaio;Siena;SI;Toscana;G547
4616;Pienza;Siena;SI;Toscana;G602
4617;Poggibonsi;Siena;SI;Toscana;G752
4618;Radda in Chianti;Siena;SI;Toscana;H153
4619;Radicofani;Siena;SI;Toscana;H156
4620;Radicondoli;Siena;SI;Toscana;H157
4621;Rapolano Terme;Siena;SI;Toscana;H185
4622;San Casciano dei Bagni;Siena;SI;Toscana;H790
4623;San Gimignano;Siena;SI;Toscana;H875
4624;San Quirico d'Orcia;Siena;SI;Toscana;I135
4625;Sarteano;Siena;SI;Toscana;I445
4626;Siena;Siena;SI;Toscana;I726
4627;Sinalunga;Siena;SI;Toscana;A468
4628;Sovicille;Siena;SI;Toscana;I877
4629;Torrita di Siena;Siena;SI;Toscana;L303
4630;Trequanda;Siena;SI;Toscana;L384
4631;Montalcino;Siena;SI;Toscana;M378
4632;Arcidosso;Grosseto;GR;Toscana;A369
4633;Campagnatico;Grosseto;GR;Toscana;B497
4634;Capalbio;Grosseto;GR;Toscana;B646
4635;Castel del Piano;Grosseto;GR;Toscana;C085
4636;Castell'Azzara;Grosseto;GR;Toscana;C147
4637;Castiglione della Pescaia;Grosseto;GR;Toscana;C310
4638;Cinigiano;Grosseto;GR;Toscana;C705
4639;Civitella Paganico;Grosseto;GR;Toscana;C782
4640;Follonica;Grosseto;GR;Toscana;D656
4641;Gavorrano;Grosseto;GR;Toscana;D948
4642;Grosseto;Grosseto;GR;Toscana;E202
4643;Isola del Giglio;Grosseto;GR;Toscana;E348
4644;Magliano in Toscana;Grosseto;GR;Toscana;E810
4645;Manciano;Grosseto;GR;Toscana;E875
4646;Massa Marittima;Grosseto;GR;Toscana;F032
4647;Monte Argentario;Grosseto;GR;Toscana;F437
4648;Montieri;Grosseto;GR;Toscana;F677
4649;Orbetello;Grosseto;GR;Toscana;G088
4650;Pitigliano;Grosseto;GR;Toscana;G716
4651;Roccalbegna;Grosseto;GR;Toscana;H417
4652;Roccastrada;Grosseto;GR;Toscana;H449
4653;Santa Fiora;Grosseto;GR;Toscana;I187
4654;Scansano;Grosseto;GR;Toscana;I504
4655;Scarlino;Grosseto;GR;Toscana;I510
4656;Seggiano;Grosseto;GR;Toscana;I571
4657;Sorano;Grosseto;GR;Toscana;I841
4658;Monterotondo Marittimo;Grosseto;GR;Toscana;F612
4659;Semproniano;Grosseto;GR;Toscana;I601
4660;Cantagallo;Prato;PO;Toscana;B626
4661;Carmignano;Prato;PO;Toscana;B794
4662;Montemurlo;Prato;PO;Toscana;F572
4663;Poggio a Caiano;Prato;PO;Toscana;G754
4664;Prato;Prato;PO;Toscana;G999
4665;Vaiano;Prato;PO;Toscana;L537
4666;Vernio;Prato;PO;Toscana;L775
4667;Assisi;Perugia;PG;Umbria;A475
4668;Bastia Umbra;Perugia;PG;Umbria;A710
4669;Bettona;Perugia;PG;Umbria;A832
4670;Bevagna;Perugia;PG;Umbria;A835
4671;Campello sul Clitunno;Perugia;PG;Umbria;B504
4672;Cannara;Perugia;PG;Umbria;B609
4673;Cascia;Perugia;PG;Umbria;B948
4674;Castel Ritaldi;Perugia;PG;Umbria;C252
4675;Castiglione del Lago;Perugia;PG;Umbria;C309
4676;Cerreto di Spoleto;Perugia;PG;Umbria;C527
4677;Citerna;Perugia;PG;Umbria;C742
4678;Città della Pieve;Perugia;PG;Umbria;C744
4679;Città di Castello;Perugia;PG;Umbria;C745
4680;Collazzone;Perugia;PG;Umbria;C845
4681;Corciano;Perugia;PG;Umbria;C990
4682;Costacciaro;Perugia;PG;Umbria;D108
4683;Deruta;Perugia;PG;Umbria;D279
4684;Foligno;Perugia;PG;Umbria;D653
4685;Fossato di Vico;Perugia;PG;Umbria;D745
4686;Fratta Todina;Perugia;PG;Umbria;D787
4687;Giano dell'Umbria;Perugia;PG;Umbria;E012
4688;Gualdo Cattaneo;Perugia;PG;Umbria;E229
4689;Gualdo Tadino;Perugia;PG;Umbria;E230
4690;Gubbio;Perugia;PG;Umbria;E256
4691;Lisciano Niccone;Perugia;PG;Umbria;E613
4692;Magione;Perugia;PG;Umbria;E805
4693;Marsciano;Perugia;PG;Umbria;E975
4694;Massa Martana;Perugia;PG;Umbria;F024
4695;Monte Castello di Vibio;Perugia;PG;Umbria;F456
4696;Montefalco;Perugia;PG;Umbria;F492
4697;Monteleone di Spoleto;Perugia;PG;Umbria;F540
4698;Monte Santa Maria Tiberina;Perugia;PG;Umbria;F629
4699;Montone;Perugia;PG;Umbria;F685
4700;Nocera Umbra;Perugia;PG;Umbria;F911
4701;Norcia;Perugia;PG;Umbria;F935
4702;Paciano;Perugia;PG;Umbria;G212
4703;Panicale;Perugia;PG;Umbria;G308
4704;Passignano sul Trasimeno;Perugia;PG;Umbria;G359
4705;Perugia;Perugia;PG;Umbria;G478
4706;Piegaro;Perugia;PG;Umbria;G601
4707;Pietralunga;Perugia;PG;Umbria;G618
4708;Poggiodomo;Perugia;PG;Umbria;G758
4709;Preci;Perugia;PG;Umbria;H015
4710;San Giustino;Perugia;PG;Umbria;H935
4711;Sant'Anatolia di Narco;Perugia;PG;Umbria;I263
4712;Scheggia e Pascelupo;Perugia;PG;Umbria;I522
4713;Scheggino;Perugia;PG;Umbria;I523
4714;Sellano;Perugia;PG;Umbria;I585
4715;Sigillo;Perugia;PG;Umbria;I727
4716;Spello;Perugia;PG;Umbria;I888
4717;Spoleto;Perugia;PG;Umbria;I921
4718;Todi;Perugia;PG;Umbria;L188
4719;Torgiano;Perugia;PG;Umbria;L216
4720;Trevi;Perugia;PG;Umbria;L397
4721;Tuoro sul Trasimeno;Perugia;PG;Umbria;L466
4722;Umbertide;Perugia;PG;Umbria;D786
4723;Valfabbrica;Perugia;PG;Umbria;L573
4724;Vallo di Nera;Perugia;PG;Umbria;L627
4725;Valtopina;Perugia;PG;Umbria;L653
4726;Acquasparta;Terni;TR;Umbria;A045
4727;Allerona;Terni;TR;Umbria;A207
4728;Alviano;Terni;TR;Umbria;A242
4729;Amelia;Terni;TR;Umbria;A262
4730;Arrone;Terni;TR;Umbria;A439
4731;Attigliano;Terni;TR;Umbria;A490
4732;Baschi;Terni;TR;Umbria;A691
4733;Calvi dell'Umbria;Terni;TR;Umbria;B446
4734;Castel Giorgio;Terni;TR;Umbria;C117
4735;Castel Viscardo;Terni;TR;Umbria;C289
4736;Fabro;Terni;TR;Umbria;D454
4737;Ferentillo;Terni;TR;Umbria;D538
4738;Ficulle;Terni;TR;Umbria;D570
4739;Giove;Terni;TR;Umbria;E045
4740;Guardea;Terni;TR;Umbria;E241
4741;Lugnano in Teverina;Terni;TR;Umbria;E729
4742;Montecastrilli;Terni;TR;Umbria;F457
4743;Montecchio;Terni;TR;Umbria;F462
4744;Montefranco;Terni;TR;Umbria;F510
4745;Montegabbione;Terni;TR;Umbria;F513
4746;Monteleone d'Orvieto;Terni;TR;Umbria;F543
4747;Narni;Terni;TR;Umbria;F844
4748;Orvieto;Terni;TR;Umbria;G148
4749;Otricoli;Terni;TR;Umbria;G189
4750;Parrano;Terni;TR;Umbria;G344
4751;Penna in Teverina;Terni;TR;Umbria;G432
4752;Polino;Terni;TR;Umbria;G790
4753;Porano;Terni;TR;Umbria;G881
4754;San Gemini;Terni;TR;Umbria;H857
4755;San Venanzo;Terni;TR;Umbria;I381
4756;Stroncone;Terni;TR;Umbria;I981
4757;Terni;Terni;TR;Umbria;L117
4758;Avigliano Umbro;Terni;TR;Umbria;M258
4759;Acqualagna;Pesaro e Urbino;PU;Marche;A035
4760;Apecchio;Pesaro e Urbino;PU;Marche;A327
4761;Belforte all'Isauro;Pesaro e Urbino;PU;Marche;A740
4762;Borgo Pace;Pesaro e Urbino;PU;Marche;B026
4763;Cagli;Pesaro e Urbino;PU;Marche;B352
4764;Cantiano;Pesaro e Urbino;PU;Marche;B636
4765;Carpegna;Pesaro e Urbino;PU;Marche;B816
4766;Cartoceto;Pesaro e Urbino;PU;Marche;B846
4767;Fano;Pesaro e Urbino;PU;Marche;D488
4768;Fermignano;Pesaro e Urbino;PU;Marche;D541
4769;Fossombrone;Pesaro e Urbino;PU;Marche;D749
4770;Fratte Rosa;Pesaro e Urbino;PU;Marche;D791
4771;Frontino;Pesaro e Urbino;PU;Marche;D807
4772;Frontone;Pesaro e Urbino;PU;Marche;D808
4773;Gabicce Mare;Pesaro e Urbino;PU;Marche;D836
4774;Gradara;Pesaro e Urbino;PU;Marche;E122
4775;Isola del Piano;Pesaro e Urbino;PU;Marche;E351
4776;Lunano;Pesaro e Urbino;PU;Marche;E743
